ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_IsTasiyici,29,TR-SINIFLANDIRMA VE KOD SİSTEMLERİ,YESNO,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Eleman taşıyıcı görev yapıyor mu?,Sınıflandırma kodları aile / tip bazında yönetilmelidir.,Tekil kimlik gerekiyorsa seçili instance alanları ayrıca açılabilir.
TR_BES_AnaKod,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması ana grup kodu,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_AnaGrup,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması ana grup adı,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_AltKod,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması alt grup kodu,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_AltGrup,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması alt grup adı,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_ElemanKodu,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması detay eleman kodu,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_ElemanAdi,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Bina eleman sınıflandırması detay eleman adı,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_Islev,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Elemanın işlevsel rolü,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_TeknikSistem,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Elemanın ait olduğu teknik sistem,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_MalzemeAilesi,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Baskın malzeme veya malzeme ailesi,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_UretimDisiplini,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,İmalat / disiplin sorumluluğu,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_BakimGrubu,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,İşletme bakım grubu,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_BES_ImalatSirasi,30,TR-BİNA ELEMAN SINIFLANDIRMASI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Yüksek,Tavsiye edilen imalat sırası / paket ilişkisi,TR_BES bina eleman sınıflandırması tip bazında tutulmalıdır.,
TR_CSB_BinaGrubuKod,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞİDB / idare bina grubu kodu,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_BinaGrubuAdi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,ÇŞİDB / idare bina grubu adı,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_YapiSinifiKod,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Yapı sınıfı kodu,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_YapiSinifiAdi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Yüksek,Yapı sınıfı adı,ÇŞB yapı sınıfı ve bina grubu bina üst verisidir.,
TR_CSB_PozNo,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Poz numarası,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_PozTanimi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Poz tanımı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_PozBirim,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Poz ölçü birimi,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_PozAnaGrup,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Pozun ait olduğu ana mantıksal grup,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_PozAltGrup,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Pozun ait olduğu alt mantıksal grup,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_RayicKod,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Rayiç kodu,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_RayicTanimi,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Rayiç tanımı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_IsKalemiTuru,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,İş kalemi türü: imalat / rayiç / ekipman / hizmet,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
TR_CSB_BirimFiyatYili,31,TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI,INTEGER,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Yüksek,Birim fiyat yılı,"ÇŞB poz, rayiç ve analiz verileri imalat / eleman instance'larında tutulmalıdır.",
