ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_SHT_SistemAdi,sht_sistem_adi,EN_PlumbingSystemName,TEXT,23,TR-SIHHI TESİSAT (TS EN 806),MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Instance,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,"Sistem kodu (örn: SK-01, PIS-01)",Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,"Sistem kodu (örn: SK-01, PIS-01)","System code (e.g. CW-01, DR-01)",shared_param_definition,guncellendi
TR_YAN_SprinklerTipi,yan_sprinkler_tipi,EN_FireSuppSprinklerType,TEXT,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge,Sprinkler type: Wet / Dry / Pre-action / Deluge,shared_param_definition,guncellendi
TR_YAN_SprinklerBasinc,yan_sprinkler_basinc,EN_FireSuppDesignPressure,NUMBER,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Tasarım basıncı (bar),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Tasarım basıncı (bar),Design pressure (bar),shared_param_definition,guncellendi
TR_YAN_SprinklerDebi,yan_sprinkler_debi,EN_FireSuppDesignFlowRate,NUMBER,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Tasarım debisi (l/dak),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Tasarım debisi (l/dak),Design flow rate (l/min),shared_param_definition,guncellendi
TR_YAN_HazardSinifi,yan_hazard_sinifi,EN_FireSuppHazardClass,TEXT,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Tehlike sınıfı: LH/OH1/OH2/OH3/OH4/HH,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Tehlike sınıfı: LH/OH1/OH2/OH3/OH4/HH,Hazard class: LH / OH1 / OH2 / OH3 / OH4 / HH,shared_param_definition,guncellendi
TR_YAN_BorMalzeme,yan_bor_malzeme,EN_FireSuppPipeMaterial,TEXT,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Yangın borusu malzeme: Çelik/CPVC,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Yangın borusu malzeme: Çelik/CPVC,Fire pipe material: Steel / CPVC,shared_param_definition,guncellendi
TR_YAN_BorCap,yan_bor_cap,EN_FireSuppPipeDiameter,LENGTH,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Yangın borusu çapı DN (mm),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Yangın borusu çapı DN (mm),Fire pipe diameter DN (mm),shared_param_definition,guncellendi
TR_YAN_ItfaiyeBaglantisi,yan_itfaiye_baglantisi,EN_FireSuppHasFireBrigadeConnection,YESNO,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,İtfaiye bağlantısı var mı?,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,İtfaiye bağlantısı var mı?,Is there a fire brigade connection?,shared_param_definition,guncellendi
TR_YAN_HidrantTipi,yan_hidrant_tipi,EN_FireSuppHydrantType,TEXT,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Hidrant tipi: İç/Dış/Yerüstü,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Hidrant tipi: İç/Dış/Yerüstü,Hydrant type: Indoor / Outdoor / Pillar,shared_param_definition,guncellendi
TR_YAN_KosumaDebi,yan_kosuma_debi,EN_FireSuppRunningFlowRate,NUMBER,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Koşuma debisi (l/dak) BYKHY Tablo,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Koşuma debisi (l/dak) BYKHY Tablo,Running flow rate (l/min) per BFRR Table,shared_param_definition,guncellendi
TR_YAN_SistemAdi,yan_sistem_adi,EN_FireSuppSystemName,TEXT,24,TR-YANGIN TESİSATI (BYKHY 2019),MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Instance,Mechanical,Yüksek,Hayır,manual,MEP - Plumbing / Fire,Yangın sistemi kodu (örn: YAN-SPR-01),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,Yangın sistemi kodu (örn: YAN-SPR-01),Fire system code (e.g. FIRE-SPR-01),shared_param_definition,guncellendi
TR_ELK_SistemGerilimiV,elk_sistem_gerilimi_v,EN_ElecSystemVoltage,NUMBER,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Sistem gerilimi (V): 230/400,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Sistem gerilimi (V): 230/400,System voltage (V): 230/400,shared_param_definition,guncellendi
TR_ELK_KableTipi,elk_kable_tipi,EN_ElecCableType,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH,Cable type: NYY / NYAF / N2XH / FTZ / NHXMH,shared_param_definition,guncellendi
TR_ELK_KableCap,elk_kable_cap,EN_ElecCableCrossSection,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Kablo kesiti (mm2): 1.5/2.5/4/6/10/16,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Kablo kesiti (mm2): 1.5/2.5/4/6/10/16,Cable cross-section (mm2): 1.5/2.5/4/6/10/16,shared_param_definition,guncellendi
TR_ELK_DevreTipi,elk_devre_tipi,EN_ElecCircuitType,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Devre tipi: Aydınlatma/Priz/Motor/Güç,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Devre tipi: Aydınlatma/Priz/Motor/Güç,Circuit type: Lighting / Socket / Motor / Power,shared_param_definition,guncellendi
TR_ELK_PanoAdi,elk_pano_adi,EN_ElecPanelName,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,"Bağlı pano adı (örn: DP-01, ATP-01)",Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,"Bağlı pano adı (örn: DP-01, ATP-01)","Connected panel name (e.g. DB-01, MDB-01)",shared_param_definition,guncellendi
TR_ELK_DevreNo,elk_devre_no,EN_ElecCircuitNumber,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Devre numarası,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Devre numarası,Circuit number,shared_param_definition,guncellendi
TR_ELK_GuvenlikSinifi,elk_guvenlik_sinifi,EN_ElecProtectionClass,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Güvenlik sınıfı: IP20/IP44/IP65/IP67,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Güvenlik sınıfı: IP20/IP44/IP65/IP67,Protection class: IP20 / IP44 / IP65 / IP67,shared_param_definition,guncellendi
TR_ELK_YangindaCalismaSuresi,elk_yanginda_calisma_suresi,EN_ElecFireOperationDuration,NUMBER,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Yangında çalışma süresi dk (acil devre),Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Yangında çalışma süresi dk (acil devre),Fire operation duration in minutes (emergency circuit),shared_param_definition,guncellendi
TR_ELK_KorumaTipi,elk_koruma_tipi,EN_ElecProtectionDeviceType,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Koruma tipi: MCB/MCCB/RCD/AFCI,Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Koruma tipi: MCB/MCCB/RCD/AFCI,Protection device type: MCB / MCCB / RCD / AFCI,shared_param_definition,guncellendi
TR_ELK_SistemAdi,elk_sistem_adi,EN_ElecSystemName,TEXT,25,TR-ELEKTRİK GÜÇ SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Conduits",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Elektrik sistemi kodu (örn: ELK-GUC-01),Elektrik güç verileri tip bazında; pano ve devre kimlikleri instance bazında tutulmalıdır.,Elektrik sistemi kodu (örn: ELK-GUC-01),Electrical system code (e.g. ELK-PWR-01),shared_param_definition,guncellendi
TR_ZA_SistemTipi,za_sistem_tipi,EN_ELVSystemType,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS,System: Data / Tel / CCTV / Access / Alarm / BAS / BMS,shared_param_definition,guncellendi
TR_ZA_KableTipi,za_kable_tipi,EN_ELVCableType,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,Cable type: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,shared_param_definition,guncellendi
TR_ZA_CihazAdi,za_cihaz_adi,EN_ELVDeviceName,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Cihaz adı / modeli,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,Cihaz adı / modeli,Device name / model,shared_param_definition,guncellendi
TR_ZA_ZonNo,za_zon_no,EN_ELVZoneNumber,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Bölge/Zone numarası (yangın alarm vb),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,Bölge/Zone numarası (yangın alarm vb),Zone number (fire alarm etc.),shared_param_definition,guncellendi
TR_ZA_IPAdresi,za_ipadresi,EN_ELVIPAddress,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,IP adresi (ağ cihazları için),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,IP adresi (ağ cihazları için),IP address (for networked devices),shared_param_definition,guncellendi
TR_ZA_GucTuketimi,za_guc_tuketimi,EN_ELVPowerConsumption,NUMBER,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,Güç tüketimi (W),Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,Güç tüketimi (W),Power consumption (W),shared_param_definition,guncellendi
TR_ZA_POEVarMi,za_poevar_mi,EN_ELVHasPOE,YESNO,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Type,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,PoE (Power over Ethernet) var mı?,Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,PoE (Power over Ethernet) var mı?,Is there PoE (Power over Ethernet)?,shared_param_definition,guncellendi
TR_ZA_SistemAdi,za_sistem_adi,EN_ELVSystemName,TEXT,26,TR-ZAYIF AKIM SİSTEMLERİ,MEP,MEP - Electrical / Weak Current,"Data Devices, Communication Devices, Fire Alarm Devices, Security Devices, Conduits, Cable Trays",Project Parameter - Category Set,Instance,Electrical,Yüksek,Hayır,manual,MEP - Electrical / Weak Current,"Sistem kodu (örn: BMS-01, CCTV-01)",Zayıf akım cihaz kimliği ve IP gibi veriler instance bazında tutulmalıdır.,"Sistem kodu (örn: BMS-01, CCTV-01)","System code (e.g. BMS-01, CCTV-01)",shared_param_definition,guncellendi
TR_MEP_KontrolDurumu,mep_kontrol_durumu,EN_MEPReviewStatus,TEXT,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Kontrol durumu: Uygun / İncelemede / Revize,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Kontrol durumu: Uygun / İncelemede / Revize,Review status: Compliant / Under review / Revised,shared_param_definition,guncellendi
TR_MEP_RevizyonGerekiyorMu,mep_revizyon_gerekiyor_mu,EN_MEPRevisionRequired,YESNO,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Revizyon gerekiyor mu? (QC bayrağı),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Revizyon gerekiyor mu? (QC bayrağı),Revision required? (QC flag),shared_param_definition,guncellendi
TR_MEP_KontrolEden,mep_kontrol_eden,EN_MEPCheckedBy,TEXT,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Kontrol eden mühendis adı soyadı,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Kontrol eden mühendis adı soyadı,Checking engineer full name,shared_param_definition,guncellendi
TR_MEP_KontrolTarihi,mep_kontrol_tarihi,EN_MEPCheckDate,TEXT,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Kontrol tarihi (YYYY-AA-GG),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Kontrol tarihi (YYYY-AA-GG),Check date (YYYY-MM-DD),shared_param_definition,guncellendi
TR_MEP_Onaylayan,mep_onaylayan,EN_MEPApprovedBy,TEXT,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Onaylayan mühendis adı soyadı,MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Onaylayan mühendis adı soyadı,Approving engineer full name,shared_param_definition,guncellendi
TR_MEP_OnayTarihi,mep_onay_tarihi,EN_MEPApprovalDate,TEXT,27,TR-MEP QA/QC KONTROL,MEP,All Model Categories,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Mechanical,Yüksek,Hayır,manual,All Model Categories,Onay tarihi (YYYY-AA-GG),MEP QA/QC sonuçları eleman instance'larında izlenmelidir.,Onay tarihi (YYYY-AA-GG),Approval date (YYYY-MM-DD),shared_param_definition,guncellendi
